,authors,fruit,image,painting_index,subjects,thumbnail_image,year
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: Mann,https://naldc.nal.usda.gov/download/POM00000468/screen,3084,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000468/thumbnail,1918
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Mann,https://naldc.nal.usda.gov/download/POM00000469/screen,3085,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000469/thumbnail,1895
0,"Heiges, Bertha
",Malus domestica: Mannings Red,https://naldc.nal.usda.gov/download/POM00000470/screen,3086,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000470/thumbnail,1900
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: Manor,https://naldc.nal.usda.gov/download/POM00000248/screen,3087,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000248/thumbnail,1912
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Manor,https://naldc.nal.usda.gov/download/POM00002361/screen,3088,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002361/thumbnail,1894
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: Mantovans,https://naldc.nal.usda.gov/download/POM00000471/screen,3089,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000471/thumbnail,1939
0,"Lower, Elsie E., b. 1882
",Malus domestica: Manx Coaling,https://naldc.nal.usda.gov/download/POM00003554/screen,3090,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00003554/thumbnail,1908
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: Marble,https://naldc.nal.usda.gov/download/POM00000472/screen,3091,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000472/thumbnail,1915
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Marengo,https://naldc.nal.usda.gov/download/POM00000272/screen,3092,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000272/thumbnail,1900
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Margaret,https://naldc.nal.usda.gov/download/POM00000473/screen,3093,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000473/thumbnail,1892
0,"Newton, Amanda Almira, ca. 1860-1943
",Malus domestica: Margil,https://naldc.nal.usda.gov/download/POM00000475/screen,3094,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000475/thumbnail,1913
0,"Heiges, Bertha
",Malus domestica: Marigold,https://naldc.nal.usda.gov/download/POM00000476/screen,3095,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000476/thumbnail,1905
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Marion Red,https://naldc.nal.usda.gov/download/POM00000477/screen,3096,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000477/thumbnail,1895
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Marshall Red,https://naldc.nal.usda.gov/download/POM00000479/screen,3097,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000479/thumbnail,1895
0,"Newton, Amanda Almira, ca. 1860-1943
",Malus domestica: Martha,https://naldc.nal.usda.gov/download/POM00003556/screen,3098,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00003556/thumbnail,1921
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: Martha,https://naldc.nal.usda.gov/download/POM00003557/screen,3099,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00003557/thumbnail,
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: Martha,https://naldc.nal.usda.gov/download/POM00003558/screen,3100,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00003558/thumbnail,1925
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Martha Stripe,https://naldc.nal.usda.gov/download/POM00000480/screen,3101,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000480/thumbnail,1898
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: Martin,https://naldc.nal.usda.gov/download/POM00000441/screen,3102,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000441/thumbnail,1933
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: Martin,https://naldc.nal.usda.gov/download/POM00000442/screen,3103,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000442/thumbnail,1927
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Martin,https://naldc.nal.usda.gov/download/POM00000443/screen,3104,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000443/thumbnail,1895
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: Martin,https://naldc.nal.usda.gov/download/POM00000481/screen,3105,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000481/thumbnail,1929
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: Martin,https://naldc.nal.usda.gov/download/POM00000482/screen,3106,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000482/thumbnail,1928
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Mary,https://naldc.nal.usda.gov/download/POM00000507/screen,3107,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000507/thumbnail,1901
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Mason Stranger,https://naldc.nal.usda.gov/download/POM00000444/screen,3108,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000444/thumbnail,1897
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: Masons Orange,https://naldc.nal.usda.gov/download/POM00000008/screen,3109,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000008/thumbnail,1918
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Masons Orange,https://naldc.nal.usda.gov/download/POM00000252/screen,3110,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000252/thumbnail,1901
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: Masons Orange,https://naldc.nal.usda.gov/download/POM00000508/screen,3111,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000508/thumbnail,1918
0,"Schutt, Ellen Isham, 1873-1955
",Malus domestica: Matlack,https://naldc.nal.usda.gov/download/POM00000253/screen,3112,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000253/thumbnail,1906
0,"Lower, Elsie E., b. 1882
",Malus domestica: Matlack,https://naldc.nal.usda.gov/download/POM00000254/screen,3113,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000254/thumbnail,1906
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Matlack,https://naldc.nal.usda.gov/download/POM00000255/screen,3114,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000255/thumbnail,1905
0,"Newton, Amanda Almira, ca. 1860-1943
",Malus domestica: Mattamuskeet,https://naldc.nal.usda.gov/download/POM00000256/screen,3115,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000256/thumbnail,1913
0,"Heiges, Bertha
",Malus domestica: Mattamuskeet,https://naldc.nal.usda.gov/download/POM00002787/screen,3116,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002787/thumbnail,1903
0,"Schutt, Ellen Isham, 1873-1955
",Malus domestica: Mattamuskeet,https://naldc.nal.usda.gov/download/POM00002788/screen,3117,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002788/thumbnail,1911
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: Matthews,https://naldc.nal.usda.gov/download/POM00002789/screen,3118,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002789/thumbnail,1931
0,"Newton, Amanda Almira, ca. 1860-1943
",Malus domestica: Matty,https://naldc.nal.usda.gov/download/POM00002790/screen,3119,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002790/thumbnail,1910
0,"Newton, Amanda Almira, ca. 1860-1943
",Malus domestica: Mavis,https://naldc.nal.usda.gov/download/POM00002791/screen,3120,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002791/thumbnail,1916
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: Mavis,https://naldc.nal.usda.gov/download/POM00002792/screen,3121,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002792/thumbnail,1916
0,"Newton, Amanda Almira, ca. 1860-1943
",Malus domestica: Maxson Early,https://naldc.nal.usda.gov/download/POM00002793/screen,3122,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002793/thumbnail,1913
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: May Queen,https://naldc.nal.usda.gov/download/POM00002795/screen,3123,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002795/thumbnail,1907
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: May Queen,https://naldc.nal.usda.gov/download/POM00002796/screen,3124,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002796/thumbnail,1927
0,"Prestele, William Henry, 1838-1895
",Malus domestica: Maye,https://naldc.nal.usda.gov/download/POM00000958/screen,3125,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000958/thumbnail,1894
0,"Prestele, William Henry, 1838-1895
",Malus domestica: Maye,https://naldc.nal.usda.gov/download/POM00000959/screen,3126,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000959/thumbnail,1894
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: McAfee,https://naldc.nal.usda.gov/download/POM00001827/screen,3127,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00001827/thumbnail,1912
0,"Schutt, Ellen Isham, 1873-1955
",Malus domestica: McAfee,https://naldc.nal.usda.gov/download/POM00002826/screen,3128,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002826/thumbnail,1912
0,"Schutt, Ellen Isham, 1873-1955
",Malus domestica: McAfee,https://naldc.nal.usda.gov/download/POM00002827/screen,3129,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002827/thumbnail,1910
0,"Newton, Amanda Almira, ca. 1860-1943
",Malus domestica: McAfee,https://naldc.nal.usda.gov/download/POM00002828/screen,3130,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002828/thumbnail,1913
0,"Newton, Amanda Almira, ca. 1860-1943
",Malus domestica: McClellan,https://naldc.nal.usda.gov/download/POM00002856/screen,3131,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002856/thumbnail,1909
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: McClellan,https://naldc.nal.usda.gov/download/POM00002857/screen,3132,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002857/thumbnail,1901
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: McClellan,https://naldc.nal.usda.gov/download/POM00002858/screen,3133,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002858/thumbnail,1925
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: McClellan,https://naldc.nal.usda.gov/download/POM00002859/screen,3134,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002859/thumbnail,1928
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: McClellan,https://naldc.nal.usda.gov/download/POM00002860/screen,3135,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002860/thumbnail,1897
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: McCord,https://naldc.nal.usda.gov/download/POM00002829/screen,3136,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002829/thumbnail,1924
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: McCord,https://naldc.nal.usda.gov/download/POM00002830/screen,3137,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002830/thumbnail,
0,"Newton, Amanda Almira, ca. 1860-1943
",Malus domestica: McCroskey,https://naldc.nal.usda.gov/download/POM00002831/screen,3138,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002831/thumbnail,1912
0,"Heiges, Bertha
",Malus domestica: McCroskey,https://naldc.nal.usda.gov/download/POM00002832/screen,3139,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002832/thumbnail,1896
0,"Newton, Amanda Almira, ca. 1860-1943
",Malus domestica: McCroskey,https://naldc.nal.usda.gov/download/POM00002833/screen,3140,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002833/thumbnail,1912
0,"Newton, Amanda Almira, ca. 1860-1943
",Malus domestica: McDonald Bellflower,https://naldc.nal.usda.gov/download/POM00002834/screen,3141,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002834/thumbnail,1906
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: McGee,https://naldc.nal.usda.gov/download/POM00002835/screen,3142,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002835/thumbnail,1924
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: McGwire,https://naldc.nal.usda.gov/download/POM00002836/screen,3143,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002836/thumbnail,1898
0,"Shull, James Marion, 1872-1948
",Malus domestica: McIntosh,https://naldc.nal.usda.gov/download/POM00000890/screen,3144,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000890/thumbnail,1933
0,"Shull, James Marion, 1872-1948
",Malus domestica: McIntosh,https://naldc.nal.usda.gov/download/POM00003484/screen,3145,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00003484/thumbnail,1916
0,"Shull, James Marion, 1872-1948
",Malus domestica: McIntosh,https://naldc.nal.usda.gov/download/POM00003922/screen,3146,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00003922/thumbnail,1919
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: McIntosh,https://naldc.nal.usda.gov/download/POM00002355/screen,3147,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002355/thumbnail,1909
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: McIntosh,https://naldc.nal.usda.gov/download/POM00002837/screen,3148,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002837/thumbnail,1895
0,"Newton, Amanda Almira, ca. 1860-1943
",Malus domestica: McIntosh,https://naldc.nal.usda.gov/download/POM00002838/screen,3149,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002838/thumbnail,1915
0,"Newton, Amanda Almira, ca. 1860-1943
",Malus domestica: McIntosh,https://naldc.nal.usda.gov/download/POM00002839/screen,3150,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002839/thumbnail,1911
0,"Lower, Elsie E., b. 1882
",Malus domestica: McIntosh,https://naldc.nal.usda.gov/download/POM00002840/screen,3151,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002840/thumbnail,1908
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: McIntosh,https://naldc.nal.usda.gov/download/POM00002841/screen,3152,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002841/thumbnail,1909
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: McIntosh,https://naldc.nal.usda.gov/download/POM00002842/screen,3153,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002842/thumbnail,1910
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: McIntosh,https://naldc.nal.usda.gov/download/POM00002843/screen,3154,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002843/thumbnail,1926
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: McIntosh,https://naldc.nal.usda.gov/download/POM00002844/screen,3155,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002844/thumbnail,1927
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: McIntosh,https://naldc.nal.usda.gov/download/POM00002845/screen,3156,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002845/thumbnail,1931
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: McIntosh,https://naldc.nal.usda.gov/download/POM00002846/screen,3157,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002846/thumbnail,1930
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: McIntosh,https://naldc.nal.usda.gov/download/POM00002847/screen,3158,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002847/thumbnail,1929
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: McIntosh,https://naldc.nal.usda.gov/download/POM00002848/screen,3159,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002848/thumbnail,1929
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: McIntosh,https://naldc.nal.usda.gov/download/POM00002849/screen,3160,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002849/thumbnail,1931
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: McIntosh,https://naldc.nal.usda.gov/download/POM00002850/screen,3161,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002850/thumbnail,1931
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: McIntosh,https://naldc.nal.usda.gov/download/POM00002851/screen,3162,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002851/thumbnail,1921
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: McIntosh,https://naldc.nal.usda.gov/download/POM00002852/screen,3163,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002852/thumbnail,1936
0,"Heiges, Bertha
",Malus domestica: McLees Mammoth,https://naldc.nal.usda.gov/download/POM00002651/screen,3164,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002651/thumbnail,1897
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: McMahon,https://naldc.nal.usda.gov/download/POM00002861/screen,3165,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002861/thumbnail,1925
0,"Newton, Amanda Almira, ca. 1860-1943
",Malus domestica: McMahon,https://naldc.nal.usda.gov/download/POM00002862/screen,3166,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002862/thumbnail,1906
0,"Lower, Elsie E., b. 1882
",Malus domestica: McMahon,https://naldc.nal.usda.gov/download/POM00002863/screen,3167,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002863/thumbnail,1908
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: McMahon,https://naldc.nal.usda.gov/download/POM00002864/screen,3168,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002864/thumbnail,1928
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: McMillin,https://naldc.nal.usda.gov/download/POM00002345/screen,3169,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002345/thumbnail,1895
0,"Heiges, Bertha
",Malus domestica: McMullen,https://naldc.nal.usda.gov/download/POM00000293/screen,3170,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00000293/thumbnail,1905
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: McMullen,https://naldc.nal.usda.gov/download/POM00002747/screen,3171,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002747/thumbnail,1904
0,"Heiges, Bertha
",Malus domestica: McNash,https://naldc.nal.usda.gov/download/POM00002748/screen,3172,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002748/thumbnail,1900
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: McNeolian,https://naldc.nal.usda.gov/download/POM00002865/screen,3173,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002865/thumbnail,1934
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: McSweet,https://naldc.nal.usda.gov/download/POM00002749/screen,3174,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002749/thumbnail,1929
0,"Heiges, Bertha
",Malus domestica: Meads Keeper,https://naldc.nal.usda.gov/download/POM00002866/screen,3175,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002866/thumbnail,1900
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: Medina,https://naldc.nal.usda.gov/download/POM00003559/screen,3176,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00003559/thumbnail,1939
0,"Shull, James Marion, 1872-1948
",Malus domestica: Medina,https://naldc.nal.usda.gov/download/POM00002867/screen,3177,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002867/thumbnail,1936
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Meissner Winter,https://naldc.nal.usda.gov/download/POM00002869/screen,3178,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002869/thumbnail,1896
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: Melba,https://naldc.nal.usda.gov/download/POM00002870/screen,3179,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002870/thumbnail,1924
0,"Shull, James Marion, 1872-1948
",Malus domestica: Melba,https://naldc.nal.usda.gov/download/POM00002871/screen,3180,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002871/thumbnail,1935
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: Melba,https://naldc.nal.usda.gov/download/POM00002872/screen,3181,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002872/thumbnail,1935
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: Melba,https://naldc.nal.usda.gov/download/POM00002873/screen,3182,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002873/thumbnail,1924
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: Melba,https://naldc.nal.usda.gov/download/POM00002874/screen,3183,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002874/thumbnail,1929
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: Melon,https://naldc.nal.usda.gov/download/POM00002875/screen,3184,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002875/thumbnail,1916
0,"Schutt, Ellen Isham, 1873-1955
",Malus domestica: Memel,https://naldc.nal.usda.gov/download/POM00002802/screen,3185,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002802/thumbnail,1910
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: Menagerie,https://naldc.nal.usda.gov/download/POM00002801/screen,3186,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002801/thumbnail,1925
0,"Newton, Amanda Almira, ca. 1860-1943
",Malus domestica: Merritt,https://naldc.nal.usda.gov/download/POM00002803/screen,3187,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002803/thumbnail,1916
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Merritt,https://naldc.nal.usda.gov/download/POM00002804/screen,3188,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002804/thumbnail,1897
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Mexico,https://naldc.nal.usda.gov/download/POM00001959/screen,3189,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00001959/thumbnail,1896
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Mexico,https://naldc.nal.usda.gov/download/POM00002805/screen,3190,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002805/thumbnail,1892
0,"Heiges, Bertha
",Malus domestica: Middleton Greening,https://naldc.nal.usda.gov/download/POM00001960/screen,3191,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00001960/thumbnail,1898
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Mignonne d'Hiver,https://naldc.nal.usda.gov/download/POM00001961/screen,3192,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00001961/thumbnail,1901
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Mihalyfi,https://naldc.nal.usda.gov/download/POM00001962/screen,3193,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00001962/thumbnail,1898
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Milam,https://naldc.nal.usda.gov/download/POM00001963/screen,3194,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00001963/thumbnail,1906
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Milam,https://naldc.nal.usda.gov/download/POM00001964/screen,3195,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00001964/thumbnail,1906
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: Milam,https://naldc.nal.usda.gov/download/POM00002106/screen,3196,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002106/thumbnail,1928
0,"Schutt, Ellen Isham, 1873-1955
",Malus domestica: Milam,https://naldc.nal.usda.gov/download/POM00002629/screen,3197,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002629/thumbnail,1904
0,"Newton, Amanda Almira, ca. 1860-1943
",Malus domestica: Milam,https://naldc.nal.usda.gov/download/POM00002630/screen,3198,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002630/thumbnail,1911
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Milding,https://naldc.nal.usda.gov/download/POM00002631/screen,3199,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002631/thumbnail,1901
0,"Schutt, Ellen Isham, 1873-1955
",Malus domestica: Milligen,https://naldc.nal.usda.gov/download/POM00002632/screen,3200,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002632/thumbnail,1905
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Millport,https://naldc.nal.usda.gov/download/POM00002633/screen,3201,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002633/thumbnail,1896
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: Milton,https://naldc.nal.usda.gov/download/POM00002634/screen,3202,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002634/thumbnail,1934
0,"Krieger, L.C.C. (Louis Charles Christopher), 1873-1940
",Malus domestica: Milton,https://naldc.nal.usda.gov/download/POM00002635/screen,3203,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002635/thumbnail,1935
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: Milton,https://naldc.nal.usda.gov/download/POM00002636/screen,3204,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002636/thumbnail,1929
0,"Shull, James Marion, 1872-1948
",Malus domestica: Milton,https://naldc.nal.usda.gov/download/POM00002637/screen,3205,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002637/thumbnail,1933
0,"Shull, James Marion, 1872-1948
",Malus domestica: Milton,https://naldc.nal.usda.gov/download/POM00002638/screen,3206,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002638/thumbnail,1935
0,"Arnold, Mary Daisy, ca. 1873-1955
",Malus domestica: Milwaukee,https://naldc.nal.usda.gov/download/POM00002639/screen,3207,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002639/thumbnail,1913
0,"Steadman, Royal Charles, b. 1875
",Malus domestica: Milwaukee,https://naldc.nal.usda.gov/download/POM00002640/screen,3208,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002640/thumbnail,1917
0,"Heiges, Bertha
",Malus domestica: Milwaukee,https://naldc.nal.usda.gov/download/POM00002648/screen,3209,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002648/thumbnail,1901
0,"Schutt, Ellen Isham, 1873-1955
",Malus domestica: Minch,https://naldc.nal.usda.gov/download/POM00002641/screen,3210,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002641/thumbnail,1904
0,"Passmore, Deborah Griscom, 1840-1911
",Malus domestica: Minckler,https://naldc.nal.usda.gov/download/POM00002642/screen,3211,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002642/thumbnail,1895
0,"Strange, M.
",Malus domestica: Minister,https://naldc.nal.usda.gov/download/POM00002643/screen,3212,"Malus domestica , apples",https://naldc.nal.usda.gov/download/POM00002643/thumbnail,1914
